,@Username,Tweet,Lokasi
339,Celotehanputra,@undipmenfess @ganjarpranowo @hendrarprihadi  pak ini ada laporan,"Semarang, Jawa Tengah"
340,UstadzBaik,"@suryaamriza @BosPurwa @ganjarpranowo Itu emang beneran ga jelas, karena mau coba bangun metafora pake logika deduktif tapi ga ada reasoningnya:
Dia ingin mengubah A, Gagal ; Karena xxxx
Lalu dia ingin mengubah B, Gagal : Karena xxxx
 Jelas sih ucapannya, cuma pas gagal merubah keluarga, ga ada alasannya, kering",Jakarta
341,ArifudinNur71,"Keren... Kerja terus bangun jawa tengah, biar Rakyat yang berjuang,, pokoknya terima beres pak Gub @ganjarpranowo santai saja.",
342,jowotulenasli,"@mihrabku @kompascom @ganjarpranowo Media kok di bs di setir.

Biarkan mrk berlomba di lapangan lgs utk mengenal utk kebaikan dan niatnya msg"".",
343,RohmanDewi1,@ganjarpranowo mantul sekali,
344,NgilmuKantiLaku,"@ganjarpranowo Ayo pak terapkan. 
Ubah Jateng gak berhasil
Ubah diri sendiri dulu dg tidak nonton bokep. 

Jangan di jateng gak berhasil mau dibawa keseluruh Indonesia",
345,widikur83197878,@ch_chotimah2 @ganjarpranowo Klo ngelibdur jangan sampe bego mas🤗🤗🤪🤪😁😁😁,"Jakarta,ID"
346,yaminhariyanto,"@ch_chotimah2 @ganjarpranowo KEMBALI KEHITTOH TUJUAN NEGARA.
'BANGUNLAH JIWANYA(AHLAK)BANGUNLAH BADANNYA UNTUK INDONESIA...","Sidoarjo, Indonesia"
347,Fery_setu,@ch_chotimah2 @ganjarpranowo 😴 https://t.co/PqUG7astnp,
348,gadis_pelupa,@gayengco @ganjarpranowo @jokowi hadeuh...ambisi RI 1 lagi,
349,mas_rifai77,"Kelas tokoh👉🏻
Habis Jokowi terbitlah @aniesbaswedan 

Kelas partai
Habis partai  PAN @dpp_pan terbitlah Partai UMMAT @DPP_PartaiUmmat 

Kelas kader
Habis puan @puanmaharani_ri terbitlah ganjar @ganjarpranowo 

Kelas bocil 

Habis si David terbitlah rubicon",Indonesia
350,putinkhov,@Miduk17 Etdahhhh ngapain luu yg stress.. urusin aja majikanmu si penggemar bokep @ganjarpranowo,"District of Columbia, USA"
351,irenefelicia16,"Angka Prabowo itu lebih unggul dari Ganjar Pranowo dan Anies Baswedan. 

capres2024 
pemilu2024 
dekade08 
terusmajubersamaprabowo 
mendingprabowo 

Wis Wayahe Prabowo 
2024 Pilih Prabowo 
Ayo Menangkan Prabowo",
352,burhanuddin30,@ch_chotimah2 @ganjarpranowo https://t.co/syDqoKpiWc,Indonesia 
353,ariekris4,"@ganjarpranowo @LaporGub_ LAPOR PAK...!!!
Pasukin haji Andree bin Kondre",malang
354,NgilmuKantiLaku,"@BosPurwa @ganjarpranowo Yg dia omongin itu gagasan jadul, ketahuan jarang baca. Trus ngomong ngalor ngidul lompat lompat.",
355,Cntikadwirtna,@GanjaranApp @ganjarpranowo @hascreativeid Dukungan penuh untuk pak Ganjar yang ingin mewujudkan sekolah di Indonesia bisa gratis Semoga nanti ketika Pak Ganjar menjadi presiden RI ke-8 itu semua akan terwujud,"Cileungsi, Indonesia"
356,BoediTomo19,"@mihrabku @abdurahmanfaqir @kompascom @ganjarpranowo Nggak bisa jadi pilar demokrasi...
#NKRIbutuhAkalSehat 
#PatriotYESparasitNO",
357,dolwakwak,"@ganjarpranowo @jokowi Siap siaga bencana. Tapi dalan srumbung magelang apa kabar pak ? 🤭 
Tambahi foto ben yangmulia bapak bapak ini tau bro @Jazim50517746",Zimbabwe
358,arezz_06,"@bupati_jepara @dlhjeparakab @ganjarpranowo info info.

 DALANAN RUSAK RAK DI DANDANI . 70% jalanan rusak di jepara .","Jepara, jawa tengah, indonesia"
359,Dimasnugrah8,"Angka Prabowo itu lebih unggul dari Ganjar Pranowo dan Anies Baswedan. 

capres2024 
pemilu2024 
dekade08 
terusmajubersamaprabowo 
mendingprabowo 

Wis Wayahe Prabowo 
2024 Pilih Prabowo 
Ayo Menangkan Prabowo",
360,Go_Drill,"@ch_chotimah2 @ganjarpranowo HUWWIKKKKK…. 10.000 km….

https://t.co/FWaDzeKeOW",U.N.C.L.E
361,LoveOfSpeechz,"@TyoSade35337920 @jar09071983 @ch_chotimah2 @ganjarpranowo harap maklum , cebong itu mengidolakan kadrun yang merampok uang si  cebong https://t.co/Ssx0eFln93",Indonesia
362,alifrud_,@ciciyaaa @blontankpoer @ganjarpranowo Ya kalo misuh gk jadi wisata religi now Mbak 😁,Neng kene dewe
363,LoveOfSpeechz,"@TyoSade35337920 @ch_chotimah2 @ganjarpranowo Anies gak pernah ngerampok uang anggaran EKTP , sementara ganjar maling anggaran , ini fakta pengadilan.

pendukung ganjar dan jokowi itu orangnya sama , sama2 bego https://t.co/6D4ryy6txs",Indonesia
364,septian75031382,@kominfo_jtg @ganjarpranowo @dpubmckjateng Ini di Sirampog kabupaten brebes https://t.co/UjGaNA0w88,
365,Go_Drill,"@ch_chotimah2 @ganjarpranowo @jokowi yang nasional… kalah…

10.000 : 1900

⅕ nya dowang…

https://t.co/hYPX7KSKsb",U.N.C.L.E
366,Fa8olous,@BosPurwa @ganjarpranowo Sirik aza ..,
367,Masrodin21,@blontankpoer @ganjarpranowo Memang parah de... dulu kalau ke bandara wis mallesi :)),
368,NurHida45041574,@imm_mbrk_ @ganjarpranowo pak @ganjarpranowo ....mesake banyak yg jatur,
369,NJadilah,"Angka Prabowo itu lebih unggul dari Ganjar Pranowo dan Anies Baswedan. 

capres2024 
pemilu2024 
dekade08 
terusmajubersamaprabowo 
mendingprabowo 

Wis Wayahe Prabowo 
2024 Pilih Prabowo 
Ayo Menangkan Prabowo",
370,HotelBrongto,@RizkiR4madani @DavidWijaya82 @SetiaAdy_p @BHD_8 @periani @bhenytarika28 @MukhtarLuthfi12 @JohnIrwan4 @lukmanalwahid @CANDAdanBISNIS @TukangMu @MaryanaNunung @dwija_pangarsa @Galih_Akek @EviSuryanti10 @sofiankawar1 @Yul3h4 @RazkaFaiz @PLiantini @Zulfika35354359 @babegalak1 @HeriSu19 @aguzts_ @SultanAnjar @BayuErrianto @positive_values @kasrulsani9 @Edward_1smail @LiaIsti1 @Recoignitionwal @eddies_song @CumiCue @AdigunaAtmaja @Iqbalkuntoro1 @BHD_58 @ganjarpranowo @jokowi @aan_muba @DPR_RI https://t.co/P23PS8pLn4,
371,BlackredGanz,@ch_chotimah2 Njing  gini saja lho biar kamu puas.. Bikin saja ganjar pranowo itu survey menang 1000% biar kamu puas. Gimana anjing? 🤣🤣🤣,
372,ZayLani03036841,"@ch_chotimah2 @ganjarpranowo Ingat sekali lagi,siapapun yg menjadi presiden RI nanti 2024,mereka tidak akan membiayai hidup kita,jadi buat apa terlalu fanatik pada capres tertentu.setelah mereka sukses menjadi presiden...siapa dia ...siapa kita...bahan pangan tetep aja mahal,ekonomi tetep aja sulit.",
373,ZayLani03036841,"@ch_chotimah2 @ganjarpranowo 😂😂😂Chusnul....Chusnul....dunia sudah tua,sudah mau kiamat,berbuat baiklah selagi masih diberi waktu,jgn pernah mengusik orang lain,urusi kehidupan sendiri,karna itu lebih penting.siapapun yg menjadi presiden nanti,mmereka tidak akan membiayai hidup kita, https://t.co/6BKSuoEb0h",
374,Putrakantong,"@ch_chotimah2 @ganjarpranowo Teruslah teriak kalau gak mau lapar, karena memang mulutmu dibayar untuk itu https://t.co/5OjwTY4cOI",Indonesia
375,L4w4k4nd4,"@KelvinH60434047 @ch_chotimah2 @ganjarpranowo Namanya aja islami tp pemilik akun kan mmg keturunan Pki si tapir bang.... Wajar lah begitu, krn mmg gak bs adu gagasan. Hanya bs ujaran kebencian",
376,BahasaHati6,"@BosPurwa @ganjarpranowo Yehhhh ....
Produk keren ga perlu promo, yg getol promo 
Tentunya Produk kurang laku😛
Paham Kan istilah strategi marketing?
.
Kasih paham anak buah Pak @aniesbaswedan 🙏",INDONESIA RAYA 🇮🇩
377,myungsookimx,"Sekjend PAN berkeyakinan kuat Ganjar Pranowo dan Erick Thohir akan menjadi perpaduan yang pas untuk 2024 mendatang.

@erickthohir 
#BangkitBersamaET https://t.co/W1WjCl8rmE",
378,Elvinaadinata,"Elektabilitas Prabowo Melejit, Kalahkan Ganjar Pranowo hingga Anies Baswedan. 

capres2024 
pemilu2024 
dekade08 
terusmajubersamaprabowo 
mendingprabowo 

Wis Wayahe Prabowo 
2024 Pilih Prabowo 
Ayo Menangkan Prabowo",bekasi
379,IND_MAJU,@Nicaragu417 @aniesbaswedan Beliau bro @Giring_Ganesha ketum @psi_id ya @GunRomli @ch_chotimah2 @ganjarpranowo @PDI_Perjuangan,
380,L4w4k4nd4,@ch_chotimah2 @ganjarpranowo Catut nama pak anies trus... Numpang tenar. Si uban mah cukup bokep aja yg dibahas ngapain bahas2 diluar kemampuan. Capekkkk mending biar anies aja...,
381,ariekris4,@BosPurwa @ganjarpranowo mungkin dengan nonton bokep terdapat keberhasilan keberhasilan dan keberhasilan disana..,malang
382,IND_MAJU,@MuhiqR Ooo klo ketahuan @psi_id @PSI_Jakarta #KawalUangRakyat ini pasti disorot habis ya Pak @GunRomli @Giring_Ganesha @Dennysiregar7 @PDI_Perjuangan @ganjarpranowo,
383,yusli_ghoib,@blontankpoer @kangkungikan @noeruzzaman @ganjarpranowo 😂😂😂,"Sidoarjo, Indonesia"
384,Jogja_Menyapa,@Abdoeljegger202 @ruhutsitompul @Miduk17 @ganjarpranowo 🤭🤭🤭🤣🤣🤣🤣,"Yogyakarta, Indonesia"
385,_jejakkita,"Ganjar pranowo dilihat sbg idola role model bagi mas Emil Dardak wagub jatim

#emildardak #ganjarpranowo #electionresults2023 #絶対に許さない映画 #TheMandalorian #KenyaVsNigeria #secim2023 #OMAnnecy #emergencyalert #INDvsAUSTest #BOYSPLANET https://t.co/JSM3B46czW",
386,anas_priyambodo,@blontankpoer @ganjarpranowo Cari tau kelas jalannya di rambu awal nama jalan kelas I/II,AE
387,Aris_febrian009,@masood789_ @ganjarpranowo terus kalo buat surat tanah bayar uang kami yang tiap tahun bayar pajak tanah di kemanain maaf orang kampung gak tau apa apa makanya nnya,
388,ariekris4,@ch_chotimah2 @ganjarpranowo ternyata elu masih kepikiran pak anies hahaha..,malang
389,JNugroho68,diMohon dengan sangat kepada pak @ganjarpranowo.  Untuk evaluasi kondisi kantor tersebut.  Apakah hal ini sering terjadi atau untuk pertama kalinya. Karena kejadian ini saya sangat di rugikan dari segi waktu karena harus datang lagi besok karna lokasi saya yg lumayan jauh https://t.co/5wiRK3uTz9,
390,trinugroho162,"@ch_chotimah2 @ganjarpranowo Coba ke sini aja..
Lihat kondisi jalan di Kebumen Jawa Tengah khususnya.",Kebumen Jateng Indonesia 
391,ubedasy,@blontankpoer @ganjarpranowo Kok ngeri jalane mas..!,"solo,bekasi-majalengka-Serpong"
392,MajinSamri,"@AdityaAzadkhan2 @ch_chotimah2 @ganjarpranowo @ch_chotimah2 ini bukan cewek, tapi cowok. Dia kerjanya bantuin Emo, bantuin iblis ganggu Orang2 Baik. Ini memang kerjaannya. Biar kalian tahu aja.
Hayyahhhh 😀😂🤣😂😀",
393,alex_suprijadi,@setionohadimul2 @knpiharis @ganjarpranowo @aniesbaswedan @prabowo @erickthohir @AgusYudhoyono @cakimiNOW Wuiiiiiih....mukanya kenapa tuuuuuh😂😂😂😂😂😂,
394,Taqim35937476,@BosPurwa @ganjarpranowo Kalau kau tdk tau maksud dr apa yg di bicarakan oleh pak ganjar berarti kau yg lebay... 😂😂😂😂😂 artinya jangan terlalu bicara besar ingin laksanakn perubahan dunia luar drpd diri sendiri kalau masih munafik sprt anis,
395,adimas_markum,Badhe dipun sindak mboten niki Ndoro @ganjarpranowo  @TemanGanjar2705,"California, USA"
396,TracyPedas,"Program pelestarian alam yg diinisasi oleh Gubernur Jateng @ganjar_pranowo sukses besar di mana kabupaten Jepara jadi buktinya krna berhasil meraih Adipura Kencana tahun 2023, yg merupakan penghargaan tertinggi atas keberhasilan dalam melestarikan lingkungan.
#GANTARI🇲🇨 
#Ganjar https://t.co/UcQBMBXqmR",
397,Anas_S_Alimi,"Pak @jokowi, Mas @ganjarpranowo dan Mas @gibran_tweet diundang DEEP PURPLE @_DeepPurple tanggal 10 Maret di Edutorium UMS Solo. https://t.co/6aUXYns4qI",Smart Idea Virus|Jogja-Jakarta
398,suryauy76921062,@ch_chotimah2 @ganjarpranowo https://t.co/50uOMy8Ma4,
399,MSyafiur,@SakuntaSarpaa @ILoveJepara @bupati_jepara @ganjarpranowo @dpubmckjateng @dpupr_jepara @JeparaHariIni @Jerapa_Twit @Jepara_Twit Kayune di ceblokno neng gon bolong wae ben tukul 🤣🤣🤣🤣,
400,alex_suprijadi,@knpiharis @ganjarpranowo @aniesbaswedan @prabowo @erickthohir @AgusYudhoyono @cakimiNOW Aku pilih kebo vs onta,
401,MashaNdeber,"""Sedangkan Ganjar Pranowo 18,9 persen, Anies Baswedan 17,9 persen,"" ujar Ade Irfan saat konferensi pers di Cikini, Jakarta Pusat, Selasa (28/2/2023).

#PrabowoUnggul
#BangkitBersama 
Prabowo Subianto",Oblast Tomsk
402,Cntikadwirtna,@GanjaranApp @ganjarpranowo Pak Ganjar ini sosok yang sangat berbeda dari calon pemimpin lainnya beliau lebih memilih bersafari ke sekolah-sekolah untuk mengajarkan kepada siswa-siswa tentang pentingnya anti korupsi demi terwujudnya pembangunan Indonesia yang lebih maju dan lebih baik,"Cileungsi, Indonesia"
403,MashaNdeber,"Peneliti Senior Media Survei Nasional (Median) Ade Irfan Abdurrahman mengatakan, tiga nama tokoh yang memiliki elektabilitas paling tinggi masih sama yaitu Prabowo Subianto, Ganjar Pranowo, dan Anies Baswedan.

#PrabowoUnggul
#BangkitBersama 
Prabowo Subianto",Oblast Tomsk
404,devano_nur,@kominfo_jtg @ganjarpranowo Neng tegal akeh dalan pda bodol,
405,TracyPedas,"Sekjen Partai PAN Eddy Soeparno mengatakan pasangan Ganjar Pranowo - Erick Thohir merupakan pasangan terbaik &amp; perpaduan yg pas u/ memimpin Indonesia di 2024 mendatang.
Keduanya jg mewakili dua kelompok pemilih yg slama ini kerap digunakan yaitu dari Jawa &amp; luar Jawa
#GANTARI 🇲🇨 https://t.co/i3D3QdEaTs",
406,MashaNdeber,"Berikut Elektabilitas Lima Capres Hasil Survei Median

Prabowo Subianto 20,5%

Ganjar Pranowo 18,9%

#PrabowoUnggul
#BangkitBersama 
Prabowo Subianto",Oblast Tomsk
407,syahlankholiq,@blontankpoer @ganjarpranowo Kayak di bulan.,"Agam, Sumatera Barat"
408,ayudestiani62,"@ganjarpranowo @LaporGub_ @dpubmckjateng Apalagi skrg alternatif ke kudus-jepara dr pati kidul masih tergenang banjir, jd belum bs dilewati kendaraan roda dua. Jd harus lewat lingkar pati utk ke kudus dstnya. Suwun.",Jalan Perhutani RT 02/04 Kayen
409,AnditaLyan14,"Ganjar Pranowo Serahkan Hibah Bidang Sosial Kemasyarakatan Rp 148,1 Miliar

McDonalds Ini Twitter Silent https://t.co/lj3UF8s2YS",
410,MHDYUSUFHANDOK1,"@ch_chotimah2 @ganjarpranowo Banjeeeerrrrrrrr,,,,,,,",
411,LRizkyplastik,@zarnaout45 @ganjarpranowo Punya program untuk atasi ini ngga...? Coba kita ingin tahu kualitas calon pemimpin. Mengatasi masalah besar itu dimulai dari mengatasi masalah kecil.,"Sukajadi, Indonesia"
412,RK_Lamongan,"Dalam 1 th trakhir elektabilitas Gub Jateng Ganjar Pranowo terus meningkat. Berbagai lembaga survei menyampaikan hal yg sama, nama Ganjar Pranowo konsisten berada di posisi atas dibanding dengan nama lainnya seperti AB dan PS. https://t.co/FtgiVdbTey",Indonesia
413,LRizkyplastik,@zarnaout45 @ganjarpranowo https://t.co/MjsALgI9jK,"Sukajadi, Indonesia"
414,penyndiri,@ch_chotimah2 @ganjarpranowo Jalan desa (gang &amp; setapak) itu dibuat oleh pemerintah desa memakai dana desa yg bersumber dari pemerintah pusat,lampung
415,rachmat_ezadewa,@ch_chotimah2 @ganjarpranowo Helehh . . .,"DKI Jakarta, Indonesia"
416,FaidhIlzam,"@blontankpoer @ganjarpranowo Brebes dah banyak nyawa hilang gara-gara jalan penuh lobang, brebes masih wilayah mu lo pak @ganjarpranowo",Gotham city
417,ayudestiani62,"@ganjarpranowo @LaporGub_ @dpubmckjateng Mohon pak utk jalan rusak/berlubang segera diperbaiki. Dan jg penerangan jalan mohon diperhatikan, krn sudah sering terjadi laka hingga md di tempat baik pagi/malam hari di jalan lingkar dekat PT Dua Kelinci Pati ke timur.",Jalan Perhutani RT 02/04 Kayen
418,mdeenne,@blontankpoer @ganjarpranowo @ganjarpranowo  dipun sumanggaakeun menawi ngersani nyobi jalan ukir ten jeporo pak https://t.co/JXXidFjeNj,
419,TracyPedas,"Optimalisasi Pembangunan Insfratruktur merupakan kunci sukses Pak Ganjar Pranowo dlm memajukan Jateng dimana Pak Ganjar memberi porsi besar kpda pembangunan infrastruktur jalan di 35 daerah tingkat dua.
Dari thn 2013- sekrg tercatat 6.724,29 KM jalan kab/kota yg sdh dibangun👍 https://t.co/Cf62NtpZIe",
420,RheaZhary,@Bramfanggi @ch_chotimah2 @ganjarpranowo https://t.co/NWBrZfY56Z,"Yogyakarta, Indonesia"
421,BobyPrast,@perhubunganjtg @ganjarpranowo Mulai terurai?,"Semarang, Indonesia"
422,syihabsyi,@Karob_Borak @dpupr_jepara @bupati_jepara @PemkabJepara @ganjarpranowo @puprjalanjtgdiy @humasjateng @JeparaHariIni @ILoveJepara Hasemboh,"Jepara, Indonesia"
423,MashaNdeber,"Ganjar Pranowo (18,9%)

Anies Baswedan (17,9%)

Ridwan Kamil (9%)

Agus Harimurti Yudhoyono (3,5%)

#PrabowoUnggul
#BangkitBersama 
Prabowo Subianto",Oblast Tomsk
424,Sri_GanjarLpg,"Pelatihan Public Speaking bersama Ikatan Mahasiswa Bowo Puyuh
Lokasi di Kec. Kalianda Kab. Lampung Selatan. Lampung

#ganjarpranowo 
#ganjarpresiden2024 
#srikandiganjar 
#srikandiganjarlampung https://t.co/zwpqzdqewP",Lampung
425,sdg_sumsel1,"Halo para santri, hari ini SDG Sumsel menjalin silaturahmi dengan Pondok Pesantren Abi Ummi Palembang. (02/03/2023)

#santridukungganjar #santrinusantara  #ganjarpranowo #ganjar #ganjarforpresident2024 #ganjaruntukindonesia #politikbersih #alimulama
@SDGanjar @ganjarpranowo https://t.co/0ZCnrkyu35",
426,Rianada7,@AirinDatangLagi @ganjarpranowo https://t.co/6iFOf1aIqR,
427,Sri_GanjarLpg,"Pelatihan Public Speaking bersama Ikatan Mahasiswa Bowo Puyuh

Selasa, 28 Februari 2023
Lokasi : Jl. Pratu Umar Gg. Sanggar Way Urang Kec. Kalianda Kab. Lampung Selatan Prov. Lampung

#ganjarpranowo 
#ganjarpresiden2024 
#srikandiganjar 
#srikandiganjarlampung https://t.co/lijqfG2SVd",Lampung
428,ulilalbab_cuy,@AtikaGadiza @ganjarpranowo Berarti keluarga e jenengan orang kaya mbak,"Yogyakarta, Indonesia"
429,Rianada7,@AirinDatangLagi @ganjarpranowo Jl solo kartosuro.Pemimipin dzolim pasti hancur https://t.co/zDfFh9qNRr,
430,Ahmadway21,"@blontankpoer @ganjarpranowo Semua jalan kalo musim hujan begini ,jalur pantura Kendal Semarang ya sama, aspal nya jelek, klah sama air hujan..",
431,yusuf_abdillah_,@ch_chotimah2 @ganjarpranowo Coba nul main ke BREBES 😉,indonesia
432,Gusnek1,@AgungNiko @ganjarpranowo Dimana tempate keliatane nek ujan akeh sik do rusak kok...,
433,SDG_NTT,"#Ganjar #Ganjarpranowo #Ganjar2024 #Ganjarpranowo2024 #Ganjarpresiden 
#ganjarpranowopresiden #santridukungganjar #santriuntuknegeri https://t.co/TEMALDjpwe",
434,MrEqualizer2024,"@YUDHI_Laksana Denmas @ganjarpranowo disambati rakyatmu kuwi lo, mbokya ndang diurus.",
435,SwaraPita,"Berikut Elektabilitas Lima Capres Hasil Survei Median

Prabowo Subianto 20,5%

Ganjar Pranowo 18,9%

#PrabowoUnggul
#BangkitBersama 
Prabowo Subianto",
436,ariefsisoel,"@blontankpoer @ganjarpranowo Vario racing ku bar kejeglong mg kene yoan mas wingi kae, ket mbiyen ketoke rusak terus kono wi","Surakarta, Jawa Tengah"
437,TracyPedas,"Para pelajar yg berasal dari keluarga tidak mampu kini dapat meneruskan pendidikannya hingga lulus SMK di mana Gubernur Jateng Pak @ganjarpranowo mendirikan sekolah gratis bagi keluarga tidak mampu bahkan biaya hidup jg ditanggung Pemprov Jateng ❤️
#GANTARI 🇲🇨 https://t.co/3ORC1wZAAc",
438,yudikuncoro505,@ch_chotimah2 @ganjarpranowo Iye iye ommm .... Percaya kok omm....,
439,pekanbaru2_pku,@BosPurwa @ganjarpranowo Ngubah diri jadi apa,
440,shonnyf_ganesha,@SakuntaSarpaa @ILoveJepara @bupati_jepara @ganjarpranowo @dpubmckjateng @dpupr_jepara @JeparaHariIni @Jerapa_Twit @Jepara_Twit @dpupr_jepara,Taiwan
441,JatengTV,(11) Pemilik PT Perorangan bisa melakukan pemisahan kekayaan pribadi dan bisnis secara formal karena memiliki NPWP yang terpisah. #ptperorangan #badanusaha #umkm #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024 #IndonesiaHebat #Jokowi https://t.co/HRqCfZUnue,"Semarang, Jawa Tengah"
442,noez_wahyudi,"@bumnbersatu @jokowi @prabowo @hulaihi @ganjarpranowo Lanjut sesuai dg rencana, tahapan dah berlangsung, dana sudah dipakai, ditunda malah membengkak lagi",
443,SDaltanzul,@_Umamlik @TeweL0101 @ganjarpranowo Resmi,
444,kondrek6,@ganjarpranowo Pak...ada jln berlubang yg agakdalem....udh 4 bulan lebih Ndak di perbaiki ....pdhl dkt bgt sama DPU Ungaran ...tepat nya di simpang 4 terminal Ungaran .. yg mau ke arah taman Unyil.....pdhl dkt bgt sama kantor DPU.  ..itu yg dkt DPU az GK di perbaiki ....mohon di perbaiki pak,
445,FendyRome,@Ary_Prasetyo85 @ganjarpranowo Selamat ya pak @ganjarpranowo semoga bapak terpilih lagi unt menjadi Gubernur Jawa Tengah unt 3 periode👍💪👍,"Batujajar, Indonesia"
446,mortrebellion,@perhubunganjtg @ganjarpranowo Pak rembang ke arah barat macet pak 🤦🏻,Anywhere
447,DavidSutarno2,@be4_GE @gayengco @ganjarpranowo @jokowi Kalau lewat tol nombok uang jalan😁😁,
448,SwaraPita,"Ganjar Pranowo (18,9%)

Anies Baswedan (17,9%)

Ridwan Kamil (9%)

Agus Harimurti Yudhoyono (3,5%)

#PrabowoUnggul
#BangkitBersama 
Prabowo Subianto",
449,Benlizp,"Kadrun bercakap hanya Anis memperjuangkan Islam sedangkan yang lainya seperti Ganjar Pranowo dicap sebagai Anti Islam.

Claim mewakili islam,paling suci, paling benar dan yang lain salah, sudah menjadi watak-sifat para kadrun.

Padahal 80% umat islam tak suka dgn kadrun. https://t.co/Y1p02eF98Q",DKI Jakarta
450,naninunano7,"@FenisiaPhoenix Calon presiden ku nh, p' Ganjar Pranowo  💖🇮🇩",kajarta
451,liila_c,"Terhitung banjir 8 hari yang diakibatkan air sungai meluap. Mohon diberikan solusi yang bijak nggeh bapak😭😌
@bupati_jepara @ganjarpranowo 
@jeparakabgoid @detik_jateng 
@kompascom @JeparaHariIni https://t.co/79BAF76GFo",
452,Jaga5_sila,"HOAX atau FAKTA?

@ganjarpranowo bangun 6.724 km jalan kabupaten
@aniesbaswedan merusak jalan

Kadrun pilih siapa kalau mereka jd capres? 

Pake otaknya ya Drun 
Jgn pake dengkul https://t.co/nCV8kXxT1A","Arema, Indonesia"
453,Abdoeljegger202,@Jogja_Menyapa @ruhutsitompul @Miduk17 @ganjarpranowo 🤫.. sssst ojo banter² le 🤭,
454,OMGDKIJAKARTA,"Apa pandangan sobat semua soal penggunaan buzzer politik di sosmed kita? Silahkan komen di bawah ya...

#orangmudaganjar
#ganjarpranoworambutputih 
#ganjarrambutputih
#mariberpolitiktanpabasabasi
#anakjakartaberpolitik
#ganjarpranowo
#politikindonesia
#anakmuda
#jakartabersuara https://t.co/uv38B9zq5T",
455,be4_GE,"@DavidSutarno2 @gayengco @ganjarpranowo @jokowi lewat tol sepi bro, bisa ngebut 140/ jam.",
456,Jogja_Menyapa,@Abdoeljegger202 @ruhutsitompul @Miduk17 @ganjarpranowo 🤣🤣🤣🤣🤣🤣,"Yogyakarta, Indonesia"
457,Rhectza,@BosPurwa @ganjarpranowo Dongeng fiktif...,Indonesia
458,madularang,@Siantar72 @ganjarpranowo @PDI_Perjuangan @puanmaharani_ri @KakekHalal @AriozAtha @4rios16 @sasakpujut @indarsih72 Beda sama dajal nyaru menus...kuda tau lah https://t.co/vkBOV9YQfb,
459,Abdoeljegger202,@Satrianaiksupra @Jogja_Menyapa @ruhutsitompul @Miduk17 @ganjarpranowo 🤭🤫🤣,
460,njar_brahma,@Dilmil18 @ganjarpranowo @jokowi Untung udh direspon. Bisa2 kuwalat gk bisa nyapres ya pak 😅 https://t.co/kZ2mOYR9XX,Negeri Adjaib
461,nandi_sch,"@ch_chotimah2 @ganjarpranowo Jalan desa mah dari dana desa, dari kemendes. Semua desa melakukan hal yang sama di seluruh Indonesia.","Jakarta, Indonesia"
462,Satrianaiksupra,@Abdoeljegger202 @Jogja_Menyapa @ruhutsitompul @Miduk17 @ganjarpranowo bukannya sudah ganti jadi pak Banjir Pranowo?,
463,Optiktugumuda,"@ganjarpranowo Timur sma paket sokaraja pak gub, pas depan halte bus trans jateng, lubang mboten wiyar, tp kathah, matur nembah nuwun pak gub",
464,firmantile02,@BosPurwa @ganjarpranowo Maxud intinya ngga pernah berhasil gitu???,
465,Abdoeljegger202,@Jogja_Menyapa @ruhutsitompul @Miduk17 Hidup pak @ganjarpranowo,
466,maxversatan,pak ganjar pranowo,MV1 LN4 MM93 AM73 FQ20 IG28
467,Cangkacang13,Macet dijalur pantura Juwana Rembang sudah berhari hari. Jalur alternatif yang biasanya digunakan banjir. Terus harus lewat jalan mana? @ganjarpranowo @KemenPU https://t.co/9EQe7IUA4b,
468,dpraz_peje,@blontankpoer @ganjarpranowo Ada aplikasi namanya JALAN CANTIK. Buat laporan aja biar segera diperbaiki,Semarang
469,Praseti01999,"@AirinDatangLagi @ganjarpranowo Saya yang jadi warga jateng saja gak sudi milih dia.
lah kamu orang mana.?

sini maen ke jateng,nanti tak puter puterin biar tau semua jalan di jateng seperti apa.",
470,derpinhoz,@MatKecil69 @ch_chotimah2 @ganjarpranowo 10 rb km da nyampe eropa?,Or Yehuda
471,sahabatganjar,"Acara ini bertujuan untuk memberikan pelatihan dan pengalaman baru bagi nelayan, serta meningkatkan kesadaran akan pentingnya menjaga kebersihan lingkungan sekitar. 

#GanjarPranowo
#SahabatGanjar
#PestaRakyat
#SumateraSelatan https://t.co/79YdLTA8ke",
472,sahabatganjar,"Kegiatan Pengecatan Perahu Nelayan yang diselenggarakan oleh Sahabat Ganjar di Kabupaten Ogan Komering Ilir, Sumatera Selatan, telah berhasil menyatukan ratusan nelayan dan warga sekitar dalam suatu kegiatan yang menggembirakan.

#GanjarPranowo
#SahabatGanjar
#PestaRakyat https://t.co/1Yh4d5V42i",
473,ilhammita46,@ganjarpranowo Pak Ganjar Pranowo calon presiden 2024 fix no debat,
474,ilhammita46,@ganjarpranowo @LaporGub_ Pengaduan yg sangat aneh dari salah satu rakyat mu itu pak😂,
475,ilhammita46,"@ganjarpranowo Anak anak itu harus dijaga, di lindungi dan disayangi",
